City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,salekhard,66.53,66.6019,282.33,92,100,3.99,RU,1692827317
363,kachia,9.8667,7.95,295.36,94,100,1.28,NG,1692827637
364,bath,51.3779,-2.3591,293.5,83,99,0.98,GB,1692827637
365,aljezur,37.3191,-8.8033,294.79,74,5,2.66,PT,1692827637
366,the bottom,17.6259,-63.2492,303.22,66,54,0.44,BQ,1692827637
367,ugoofaaru,5.6667,73.0,301.11,74,23,4.08,MV,1692827309
368,carolina,18.3808,-65.9574,305.09,69,75,4.12,PR,1692827637
369,lata,40.1629,-8.3327,293.75,82,0,0.84,PT,1692827343
370,remire-montjoly,4.9167,-52.2667,302.17,70,19,2.57,GF,1692827243
371,jatai,-17.8814,-51.7144,302.93,23,23,2.41,BR,1692827638
372,prado,-17.3411,-39.2208,297.34,84,0,5.75,BR,1692827638
373,nuuk,64.1835,-51.7216,283.49,81,40,5.14,GL,1692827334
374,amungan,15.3652,119.9582,299.92,81,64,2.42,PH,1692827638
375,guerrero negro,27.9769,-114.0611,297.59,65,4,7.17,MX,1692826971
376,herkimer,43.0256,-74.986,298.37,66,90,2.08,US,1692827639
377,xinmin,41.9908,122.8253,291.74,74,59,3.07,CN,1692827639
378,nemuro,43.3236,145.575,292.87,99,100,5.02,JP,1692827297
379,lesnoy,57.6198,63.0784,278.25,73,10,2.76,RU,1692827639
380,nanning,22.8167,108.3167,297.4,96,100,1.56,CN,1692827639
381,iskateley,67.6803,53.1512,280.23,89,97,8.17,RU,1692827306
382,capinopolis,-18.6819,-49.5697,303.65,20,1,1.88,BR,1692827640
383,yanggu,36.1106,115.7753,292.84,94,100,5.07,CN,1692827640
384,magomeni,-6.8,39.25,295.36,88,20,2.57,TZ,1692827640
385,kidal,18.4411,1.4078,308.75,25,34,4.93,ML,1692827317
386,nabire,-3.3667,135.4833,297.52,92,100,1.55,ID,1692827640
387,kulhudhuffushi,6.6221,73.07,300.8,75,71,4.35,MV,1692827641
388,lensk,60.7253,114.9278,283.39,73,33,1.21,RU,1692827330
389,kerikeri,-35.2268,173.9474,284.21,93,100,0.45,NZ,1692827273
390,san antonio de pale,-1.4014,5.6325,296.41,89,4,2.33,GQ,1692827294
391,ebon,4.582,168.6964,300.96,73,38,1.08,MH,1692827000
392,bardai,11.65,7.2333,294.32,87,92,6.33,NG,1692827641
393,penzance,50.1186,-5.5371,291.91,79,84,2.5,GB,1692827642
394,kolonia,50.9333,6.95,294.24,73,0,0.51,DE,1692827642
395,tazacorte,28.629,-17.9293,297.69,83,0,6.69,ES,1692827287
396,luchegorsk,46.4764,134.2569,293.68,96,100,0.51,RU,1692827235
397,punta del este,-34.9667,-54.95,287.21,76,0,5.36,UY,1692827643
398,toliara,-23.35,43.6667,294.08,49,3,1.78,MG,1692827643
399,carloforte,39.145,8.3058,299.92,69,0,4.07,IT,1692827644
400,belyy yar,53.6039,91.3903,285.09,94,0,0.0,RU,1692827644
401,khilok,51.3674,110.4676,284.29,96,100,0.76,RU,1692827644
402,san juan,-31.5375,-68.5364,286.49,49,6,6.61,AR,1692827619
403,kaiapoi,-43.3783,172.6401,284.86,82,100,1.54,NZ,1692827456
404,dapa,9.7594,126.0531,300.19,78,71,0.56,PH,1692827645
405,wynyard,-41.0,145.7167,282.76,93,95,0.91,AU,1692827645
406,ypsonas,34.6884,32.9574,302.75,89,0,3.6,CY,1692827646
407,luang namtha,20.9497,101.4011,295.78,99,100,0.45,LA,1692827646
408,hami,42.8,93.45,301.55,18,100,5.03,CN,1692827340
409,sao joao da ponte,-15.9292,-44.0078,301.64,27,56,0.78,BR,1692827646
410,les avirons,-21.2418,55.3394,293.18,83,20,2.06,RE,1692827647
411,rio gallegos,-51.6226,-69.2181,277.18,60,0,9.77,AR,1692827266
412,kashgar,39.4547,75.9797,296.71,49,20,5.0,CN,1692827647
413,axum,14.1245,38.7244,288.71,76,0,0.72,ET,1692827647
414,la foa,-21.7108,165.8276,293.43,65,100,1.53,NC,1692827648
415,tanout,14.9709,8.8879,309.33,19,32,1.93,NE,1692827648
416,saynshand,44.8824,110.1163,290.47,39,70,1.98,MN,1692827648
417,cameron,26.117,-97.5169,308.21,67,0,8.23,US,1692827648
418,aweil,8.7682,27.4002,295.21,91,49,2.64,SS,1692827649
419,riohacha,11.5444,-72.9072,303.21,79,40,4.12,CO,1692827649
420,elliot,-31.3333,27.85,279.99,70,28,0.84,ZA,1692827649
421,el abiodh sidi cheikh,32.893,0.5484,301.88,28,6,3.01,DZ,1692827649
422,bar,49.0772,27.6826,289.6,74,2,2.77,UA,1692827649
423,harrisonville,38.6533,-94.3488,313.31,41,0,2.57,US,1692827650
424,patnanungan,14.7833,122.1833,300.91,80,79,3.88,PH,1692827650
425,jining,35.405,116.5814,293.06,92,95,3.94,CN,1692827650
426,suva,-18.1416,178.4415,295.86,73,40,2.06,FJ,1692827263
427,sijunjung,-0.6876,100.9537,294.53,91,27,0.75,ID,1692827651
428,taksimo,56.3444,114.8794,285.34,71,47,0.95,RU,1692827651
429,linqu,36.5156,118.5397,293.42,70,92,1.79,CN,1692827651
430,tera,14.0078,0.7531,305.98,49,83,7.11,NE,1692827652
431,souillac,-20.5167,57.5167,295.36,68,40,6.69,MU,1692827652
432,stanovoye,52.7638,38.3582,286.35,90,9,3.78,RU,1692827653
433,minas de marcona,-15.2119,-75.1103,288.37,71,51,6.08,PE,1692827323
434,barra de santo antonio,-9.4047,-35.5072,296.75,86,4,3.28,BR,1692827654
435,kudat,6.8837,116.8477,296.11,100,20,1.03,MY,1692827654
436,irkutsk,52.2978,104.2964,281.58,93,0,3.13,RU,1692827654
437,suzhou,31.3114,120.6181,296.44,89,0,1.48,CN,1692827654
438,katsuura,35.1333,140.3,300.65,87,2,4.2,JP,1692827092
439,anacapri,40.5558,14.2136,302.16,57,0,2.06,IT,1692827655
440,luganville,-15.5333,167.1667,297.46,78,86,4.87,VU,1692827253
441,wainwright,52.839,-110.8572,294.54,53,90,4.23,CA,1692827066
442,kargasok,59.0556,80.8572,287.53,75,82,6.34,RU,1692827321
443,aldan,58.6031,125.3894,280.1,81,21,0.28,RU,1692827655
444,praia da vitoria,38.7333,-27.0667,294.29,83,40,5.57,PT,1692827005
445,yelizovo,53.1873,158.3805,288.23,100,100,3.13,RU,1692827656
446,maragogi,-9.0122,-35.2225,297.27,85,1,2.79,BR,1692827656
447,bikenibeu village,1.3673,173.1241,303.13,74,20,1.54,KI,1692827259
448,saurimo,-9.6608,20.3916,294.53,19,38,1.5,AO,1692827656
449,quinhamel,11.8833,-15.85,301.29,84,57,2.61,GW,1692827657
450,mzimba,-11.9,33.6,291.08,61,0,4.52,MW,1692827657
451,trincomalee,8.5711,81.2335,300.27,78,16,7.98,LK,1692827657
452,todos santos,23.45,-110.2167,307.21,80,66,3.16,MX,1692827657
453,richards bay,-28.783,32.0377,292.2,74,10,5.63,ZA,1692827658
454,youkounkoun,12.5333,-13.1333,297.88,93,98,2.74,GN,1692827658
455,umm kaddadah,13.6017,26.6876,304.56,42,22,3.47,SD,1692827658
456,basco,20.4487,121.9702,302.08,77,98,3.2,PH,1692827265
457,ataq,14.5377,46.8319,300.15,55,18,3.02,YE,1692827659
458,dom pedro,-4.4833,-44.45,302.74,37,5,1.53,BR,1692827659
459,sao jose da coroa grande,-8.8978,-35.1478,297.49,85,2,2.82,BR,1692827257
460,cinarli,41.4723,46.9156,298.24,67,15,2.34,AZ,1692827659
461,manjeshvar,12.7,74.8833,298.81,91,99,1.11,IN,1692827659
462,miracema do tocantins,-9.5618,-48.3967,305.76,32,42,1.11,BR,1692827660
463,kalmunai,7.4167,81.8167,299.29,83,53,3.59,LK,1692827660
464,mar del plata,-38.0023,-57.5575,286.16,67,0,4.12,AR,1692827019
465,sangkhla buri,15.1555,98.4536,295.55,99,100,0.13,TH,1692827660
466,caleta de carquin,-11.0925,-77.6267,293.93,78,29,5.21,PE,1692827661
467,coron,11.9986,120.2043,298.55,88,99,0.76,PH,1692827661
468,naxos,37.1056,25.3764,302.21,63,21,3.13,GR,1692827661
469,verkhneural'sk,53.8769,59.2106,284.8,65,100,2.03,RU,1692827661
470,harper,4.375,-7.7169,297.94,89,15,2.7,LR,1692827661
471,bidar,17.9,77.55,296.77,84,100,3.41,IN,1692827662
472,ola,59.5833,151.2833,287.12,83,100,0.95,RU,1692827274
473,leposaviq,43.1039,20.8028,294.4,65,12,2.03,XK,1692827663
474,san agustin de valle fertil,-30.6335,-67.4682,287.81,42,7,3.09,AR,1692827663
475,gebeit,21.0667,36.3167,306.74,41,1,0.41,SD,1692827664
476,warangal,18.0,79.5833,298.98,82,100,2.17,IN,1692827664
477,morehead city,34.7229,-76.726,302.18,58,0,4.12,US,1692827664
478,sao marcos,-28.9711,-51.0681,290.01,94,0,0.72,BR,1692827665
479,humaita,-7.5061,-63.0208,307.18,31,17,1.3,BR,1692827666
480,kyakhta,50.3508,106.4494,282.99,82,97,1.0,RU,1692827667
481,vilyuysk,63.7553,121.6247,280.63,74,8,1.52,RU,1692827348
482,sirjan,29.452,55.6814,298.11,16,0,5.37,IR,1692827668
483,ma'an,26.9775,110.7211,297.02,91,100,0.55,CN,1692827668
484,terrace,54.5163,-128.6035,293.1,63,100,2.06,CA,1692827668
485,susuman,62.7833,148.1667,282.68,90,100,1.56,RU,1692827232
486,buta,2.7858,24.73,294.46,99,96,1.64,CD,1692827670
487,ancud,-41.8697,-73.8203,279.71,66,15,3.47,CL,1692826965
488,yarmouth,41.7057,-70.2286,296.18,57,0,2.57,US,1692827671
489,yangjiang,21.85,111.9667,299.11,90,47,2.11,CN,1692827671
490,rensselaer,42.7168,-73.4829,296.86,51,49,1.06,US,1692827672
491,mirnyy,62.5353,113.9611,282.17,70,99,1.07,RU,1692827672
492,zouerate,22.7187,-12.4521,310.75,19,14,4.2,MR,1692827673
493,port blair,11.6667,92.75,299.17,89,75,1.03,IN,1692827311
494,alofi,-19.0595,-169.9187,297.09,69,75,7.2,NU,1692827294
495,fang,19.9169,99.2145,295.8,98,100,0.69,TH,1692827673
496,tongren,27.7172,109.1853,295.8,94,100,1.02,CN,1692827674
497,tirebolu,41.0069,38.8139,296.74,78,0,2.57,TR,1692827674
498,wewak,-3.5534,143.6268,298.5,91,100,2.76,PG,1692827307
499,banikoara,11.2985,2.4386,296.67,92,34,2.07,BJ,1692827674
500,kuanda,56.3161,116.0806,284.67,75,47,0.31,RU,1692827674
501,naze,28.3667,129.4833,296.66,82,84,1.97,JP,1692827326
502,christchurch,-43.5333,172.6333,284.77,80,100,1.54,NZ,1692827675
503,kyzyl-mazhalyk,51.1333,90.6,286.23,69,73,0.18,RU,1692827675
504,roma,43.2128,-75.4557,295.89,70,98,0.45,US,1692827101
505,valdivia,-39.8142,-73.2459,284.2,89,42,1.0,CL,1692827018
506,tofol,5.3248,163.0078,301.5,70,6,2.17,FM,1692827007
507,tuy hoa,13.0833,109.3,299.48,77,83,2.82,VN,1692827676
508,sarov,54.9358,43.3235,285.91,92,97,1.58,RU,1692827676
509,las heras,-46.5419,-68.9359,277.07,52,0,5.55,AR,1692827676
510,sur,22.5667,59.5289,304.7,55,100,4.52,OM,1692827282
511,constantia,44.1833,28.65,297.53,78,0,3.71,RO,1692827046
512,ratnagiri,16.9833,73.3,299.39,84,100,1.95,IN,1692827677
513,dryden,49.7833,-92.7503,292.31,72,100,2.06,CA,1692827677
514,jinjiang,24.8198,118.5741,299.52,90,85,1.66,CN,1692827677
515,burewala,30.1667,72.65,305.55,43,100,5.35,PK,1692827677
516,dumai,1.6833,101.45,296.23,96,95,1.29,ID,1692827678
517,badger,64.8,-147.5333,289.81,81,100,2.06,US,1692827277
518,mufumbwe,-13.6833,24.8,291.39,23,0,2.24,ZM,1692827678
519,auki,-8.7676,160.7034,300.44,76,58,2.51,SB,1692827246
520,uacu cungo,-11.3634,15.1208,293.82,51,3,1.07,AO,1692827678
521,hadjout,36.5126,2.4138,300.2,56,0,1.4,DZ,1692827679
522,manacapuru,-3.2997,-60.6206,305.35,43,56,1.69,BR,1692827679
523,mamuju,-2.6748,118.8885,298.35,86,66,1.46,ID,1692827679
524,castillos,-34.1667,-53.8333,283.26,72,55,1.97,UY,1692827235
525,unai,-16.3575,-46.9061,301.63,23,8,1.71,BR,1692827679
526,kolonia town,6.964,158.206,302.21,79,40,1.54,FM,1692827679
527,udalguri,26.7667,92.1333,297.41,99,100,1.44,IN,1692827680
528,bonthe,7.5264,-12.505,299.07,90,57,2.56,SL,1692827680
529,le port,-20.9373,55.2919,295.13,99,40,3.81,RE,1692827680
530,vilyuchinsk,52.9306,158.4028,288.3,93,100,1.62,RU,1692827281
531,as sulayyil,20.4607,45.5779,306.29,17,1,2.98,SA,1692827680
532,san elizario,31.5851,-106.2728,295.89,83,100,2.39,US,1692827681
533,alamos,27.0167,-108.9333,309.94,28,6,2.79,MX,1692827681
534,deland,29.0283,-81.3031,307.17,67,40,4.63,US,1692827681
535,thunder bay,48.4001,-89.3168,288.14,100,100,4.12,CA,1692827341
536,amasra,41.7463,32.3863,295.12,72,0,1.89,TR,1692827681
537,pursat,12.3333,103.6667,298.28,82,98,1.6,KH,1692827681
538,plastun,44.7561,136.2939,294.43,100,100,1.33,RU,1692827681
539,mount pearl,47.5166,-52.7813,289.51,95,100,3.09,CA,1692827264
540,al ghayzah,16.2079,52.176,300.14,90,84,2.46,YE,1692827682
541,ust'-kut,56.7938,105.7672,287.28,78,100,0.33,RU,1692827682
542,kailua-kona,19.6406,-155.9956,302.13,74,40,4.63,US,1692827264
543,grande prairie,55.1667,-118.8027,287.25,100,100,3.09,CA,1692827682
544,onega,63.9061,38.1404,281.34,81,92,1.92,RU,1692827276
545,upata,8.0086,-62.3989,300.48,61,100,0.97,VE,1692827683
546,kaynarca,41.0308,30.3075,294.59,95,0,1.82,TR,1692827683
547,uzhur,55.3036,89.8339,287.87,86,37,2.06,RU,1692827683
548,bathsheba,13.2167,-59.5167,303.49,79,40,3.09,BB,1692827683
549,kete krachi,7.7939,-0.0498,297.79,87,86,1.18,GH,1692827683
550,neiafu,-18.65,-173.9833,297.53,53,20,3.6,TO,1692827683
551,loen,7.7601,168.2307,301.29,72,31,3.84,MH,1692827684
552,ghat,24.9647,10.1728,304.59,22,10,3.59,LY,1692827684
553,jinotega,13.0917,-86.0018,299.86,69,75,3.09,NI,1692827684
554,gadzhiyevo,69.2551,33.3362,280.02,87,14,1.23,RU,1692827247
555,sibiti,-3.6819,13.3499,295.37,74,63,1.39,CG,1692827684
556,cooper's town,26.8667,-77.5167,301.62,74,11,5.28,BS,1692827684
557,muskegon,43.3,-86.1334,306.62,70,75,5.14,US,1692827454
558,inirida,3.8653,-67.9239,303.27,68,77,0.72,CO,1692827065
559,murzuq,25.9155,13.9184,305.92,23,0,4.85,LY,1692827685
560,kudahuvadhoo,2.6708,72.8944,301.42,69,78,6.4,MV,1692827293
561,general mosconi,-23.1851,-62.303,306.85,29,2,3.93,AR,1692827685
562,ispir,40.4829,40.9956,292.17,83,0,1.85,TR,1692827685
563,khanty-mansiysk,61.0042,69.0019,282.21,93,40,2.0,RU,1692827685
564,kuqa,41.7278,82.9364,295.95,42,100,1.52,CN,1692827298
565,yanjiang,30.1211,104.6481,295.72,97,100,1.46,CN,1692827686
566,ibresi,55.2961,47.0394,283.55,74,100,3.05,RU,1692827686
567,waingapu,-9.6567,120.2641,296.29,85,6,4.23,ID,1692827686
568,kromy,52.6876,35.7667,286.25,80,0,3.66,RU,1692827686
569,hotan,37.0997,79.9269,297.32,26,100,2.23,CN,1692827686
570,kingscliff,-28.2667,153.5667,291.35,68,20,4.63,AU,1692827687
571,keren,15.7778,38.4581,296.92,69,3,0.56,ER,1692827687
572,atar,20.5169,-13.0499,303.22,42,100,3.97,MR,1692827687
